center,target,opposite,center_label,target_label,opposite_label,target_dist,opposite_dist,self_emo_shift
Ses01F_impro01_F011,Ses01F_impro01_F010,Ses01F_impro01_M009,fru,xxx,fru,1,2,1
Ses01F_impro01_M010,Ses01F_impro01_M009,Ses01F_impro01_F011,fru,fru,fru,3,1,0
Ses01F_impro01_F012,Ses01F_impro01_F011,Ses01F_impro01_M010,ang,fru,fru,2,1,1
Ses01F_impro01_M011,Ses01F_impro01_M010,Ses01F_impro01_F012,ang,fru,ang,2,1,1
Ses01F_impro01_F013,Ses01F_impro01_F012,Ses01F_impro01_M011,fru,ang,ang,2,1,1
Ses01F_impro01_M012,Ses01F_impro01_M011,Ses01F_impro01_F013,xxx,ang,fru,2,1,1
Ses01F_impro01_F014,Ses01F_impro01_F013,Ses01F_impro01_M012,neu,fru,xxx,2,1,1
Ses01F_impro01_M013,Ses01F_impro01_M012,Ses01F_impro01_F014,ang,xxx,neu,2,1,1
Ses01F_impro01_F015,Ses01F_impro01_F014,Ses01F_impro01_M013,fru,neu,ang,2,1,1
Ses01F_impro02_F000,pad,pad,sad,pad,pad,None,None,0
Ses01F_impro02_M000,pad,Ses01F_impro02_F000,xxx,pad,sad,None,1,0
Ses01F_impro02_F001,Ses01F_impro02_F000,Ses01F_impro02_M000,sad,sad,xxx,2,1,0
Ses01F_impro02_M001,Ses01F_impro02_M000,Ses01F_impro02_F001,sad,xxx,sad,2,1,1
Ses01F_impro02_F002,Ses01F_impro02_F001,Ses01F_impro02_M001,sad,sad,sad,2,1,0
Ses01F_impro02_F003,Ses01F_impro02_F002,Ses01F_impro02_M001,neu,sad,sad,1,2,1
Ses01F_impro02_M002,Ses01F_impro02_M001,Ses01F_impro02_F003,xxx,sad,neu,3,1,1
Ses01F_impro02_F004,Ses01F_impro02_F003,Ses01F_impro02_M002,sad,neu,xxx,2,1,1
Ses01F_impro02_M003,Ses01F_impro02_M002,Ses01F_impro02_F004,fru,xxx,sad,2,1,1
Ses01F_impro02_F005,Ses01F_impro02_F004,Ses01F_impro02_M003,sad,sad,fru,2,1,0
Ses01F_impro02_M004,Ses01F_impro02_M003,Ses01F_impro02_F005,xxx,fru,sad,2,1,1
Ses01F_impro02_F006,Ses01F_impro02_F005,Ses01F_impro02_M004,neu,sad,xxx,2,1,1
Ses01F_impro02_M005,Ses01F_impro02_M004,Ses01F_impro02_F006,sad,xxx,neu,2,1,1
Ses01F_impro02_F007,Ses01F_impro02_F006,Ses01F_impro02_M005,xxx,neu,sad,2,1,1
Ses01F_impro02_M006,Ses01F_impro02_M005,Ses01F_impro02_F007,xxx,sad,xxx,2,1,1
Ses01F_impro02_F008,Ses01F_impro02_F007,Ses01F_impro02_M006,sad,xxx,xxx,2,1,1
Ses01F_impro02_F009,Ses01F_impro02_F008,Ses01F_impro02_M006,xxx,sad,xxx,1,2,1
Ses01F_impro02_F010,Ses01F_impro02_F009,Ses01F_impro02_M006,sad,xxx,xxx,1,3,1
Ses01F_impro02_M007,Ses01F_impro02_M006,Ses01F_impro02_F010,xxx,xxx,sad,4,1,0
Ses01F_impro02_F011,Ses01F_impro02_F010,Ses01F_impro02_M007,xxx,sad,xxx,2,1,1
Ses01F_impro02_M008,Ses01F_impro02_M007,Ses01F_impro02_F011,fru,xxx,xxx,2,1,1
Ses01F_impro02_M009,Ses01F_impro02_M008,Ses01F_impro02_F011,sad,fru,xxx,1,2,1
Ses01F_impro02_F012,Ses01F_impro02_F011,Ses01F_impro02_M009,sad,xxx,sad,3,1,1
Ses01F_impro02_M010,Ses01F_impro02_M009,Ses01F_impro02_F012,sad,sad,sad,2,1,0
Ses01F_impro02_F013,Ses01F_impro02_F012,Ses01F_impro02_M010,sad,sad,sad,2,1,0
Ses01F_impro02_M011,Ses01F_impro02_M010,Ses01F_impro02_F013,sad,sad,sad,2,1,0
Ses01F_impro02_F014,Ses01F_impro02_F013,Ses01F_impro02_M011,sad,sad,sad,2,1,0
Ses01F_impro02_M012,Ses01F_impro02_M011,Ses01F_impro02_F014,neu,sad,sad,2,1,1
Ses01F_impro02_F015,Ses01F_impro02_F014,Ses01F_impro02_M012,sad,sad,neu,2,1,0
Ses01F_impro02_M013,Ses01F_impro02_M012,Ses01F_impro02_F015,sad,neu,sad,2,1,1
Ses01F_impro02_F016,Ses01F_impro02_F015,Ses01F_impro02_M013,neu,sad,sad,2,1,1
Ses01F_impro02_M014,Ses01F_impro02_M013,Ses01F_impro02_F016,sad,sad,neu,2,1,0
Ses01F_impro02_F017,Ses01F_impro02_F016,Ses01F_impro02_M014,sad,neu,sad,2,1,1
Ses01F_impro02_M015,Ses01F_impro02_M014,Ses01F_impro02_F017,neu,sad,sad,2,1,1
Ses01F_impro02_F018,Ses01F_impro02_F017,Ses01F_impro02_M015,neu,sad,neu,2,1,1
Ses01F_impro02_F019,Ses01F_impro02_F018,Ses01F_impro02_M015,sad,neu,neu,1,2,1
Ses01F_impro02_F020,Ses01F_impro02_F019,Ses01F_impro02_M015,sad,sad,neu,1,3,0
Ses01F_impro02_M016,Ses01F_impro02_M015,Ses01F_impro02_F020,fru,neu,sad,4,1,1
Ses01F_impro03_M000,pad,pad,neu,pad,pad,None,None,0
Ses01F_impro03_F000,pad,Ses01F_impro03_M000,hap,pad,neu,None,1,0
Ses01F_impro03_M001,Ses01F_impro03_M000,Ses01F_impro03_F000,neu,neu,hap,2,1,0
Ses01F_impro03_F001,Ses01F_impro03_F000,Ses01F_impro03_M001,hap,hap,neu,2,1,0
Ses01F_impro03_M002,Ses01F_impro03_M001,Ses01F_impro03_F001,sur,neu,hap,2,1,1
Ses01F_impro03_F002,Ses01F_impro03_F001,Ses01F_impro03_M002,hap,hap,sur,2,1,0
Ses01F_impro03_M003,Ses01F_impro03_M002,Ses01F_impro03_F002,hap,sur,hap,2,1,1
Ses01F_impro03_F003,Ses01F_impro03_F002,Ses01F_impro03_M003,xxx,hap,hap,2,1,1
Ses01F_impro03_M004,Ses01F_impro03_M003,Ses01F_impro03_F003,xxx,hap,xxx,2,1,1
Ses01F_impro03_F004,Ses01F_impro03_F003,Ses01F_impro03_M004,hap,xxx,xxx,2,1,1
Ses01F_impro03_F005,Ses01F_impro03_F004,Ses01F_impro03_M004,hap,hap,xxx,1,2,0
Ses01F_impro03_M005,Ses01F_impro03_M004,Ses01F_impro03_F005,xxx,xxx,hap,3,1,0
Ses01F_impro03_F006,Ses01F_impro03_F005,Ses01F_impro03_M005,hap,hap,xxx,2,1,0
Ses01F_impro03_M006,Ses01F_impro03_M005,Ses01F_impro03_F006,neu,xxx,hap,2,1,1
Ses01F_impro03_F007,Ses01F_impro03_F006,Ses01F_impro03_M006,xxx,hap,neu,2,1,1
Ses01F_impro03_M007,Ses01F_impro03_M006,Ses01F_impro03_F007,hap,neu,xxx,2,1,1
Ses01F_impro03_F008,Ses01F_impro03_F007,Ses01F_impro03_M007,hap,xxx,hap,2,1,1
Ses01F_impro03_M008,Ses01F_impro03_M007,Ses01F_impro03_F008,neu,hap,hap,2,1,1
Ses01F_impro03_F009,Ses01F_impro03_F008,Ses01F_impro03_M008,hap,hap,neu,2,1,0
Ses01F_impro03_M009,Ses01F_impro03_M008,Ses01F_impro03_F009,neu,neu,hap,2,1,0
Ses01F_impro03_F010,Ses01F_impro03_F009,Ses01F_impro03_M009,hap,hap,neu,2,1,0
Ses01F_impro03_M010,Ses01F_impro03_M009,Ses01F_impro03_F010,xxx,neu,hap,2,1,1
Ses01F_impro03_F011,Ses01F_impro03_F010,Ses01F_impro03_M010,xxx,hap,xxx,2,1,1
Ses01F_impro03_M011,Ses01F_impro03_M010,Ses01F_impro03_F011,neu,xxx,xxx,2,1,1
Ses01F_impro03_F012,Ses01F_impro03_F011,Ses01F_impro03_M011,hap,xxx,neu,2,1,1
Ses01F_impro03_M012,Ses01F_impro03_M011,Ses01F_impro03_F012,xxx,neu,hap,2,1,1
Ses01F_impro03_F013,Ses01F_impro03_F012,Ses01F_impro03_M012,hap,hap,xxx,2,1,0
Ses01F_impro03_M013,Ses01F_impro03_M012,Ses01F_impro03_F013,hap,xxx,hap,2,1,1
Ses01F_impro03_F014,Ses01F_impro03_F013,Ses01F_impro03_M013,xxx,hap,hap,2,1,1
Ses01F_impro03_M014,Ses01F_impro03_M013,Ses01F_impro03_F014,hap,hap,xxx,2,1,0
Ses01F_impro03_F015,Ses01F_impro03_F014,Ses01F_impro03_M014,hap,xxx,hap,2,1,1
Ses01F_impro03_M015,Ses01F_impro03_M014,Ses01F_impro03_F015,hap,hap,hap,2,1,0
Ses01F_impro03_F016,Ses01F_impro03_F015,Ses01F_impro03_M015,hap,hap,hap,2,1,0
Ses01F_impro03_M016,Ses01F_impro03_M015,Ses01F_impro03_F016,neu,hap,hap,2,1,1
Ses01F_impro03_F017,Ses01F_impro03_F016,Ses01F_impro03_M016,neu,hap,neu,2,1,1
Ses01F_impro03_M017,Ses01F_impro03_M016,Ses01F_impro03_F017,sur,neu,neu,2,1,1
Ses01F_impro03_F018,Ses01F_impro03_F017,Ses01F_impro03_M017,neu,neu,sur,2,1,0
Ses01F_impro03_M018,Ses01F_impro03_M017,Ses01F_impro03_F018,sur,sur,neu,2,1,0
Ses01F_impro03_F019,Ses01F_impro03_F018,Ses01F_impro03_M018,neu,neu,sur,2,1,0
Ses01F_impro03_M019,Ses01F_impro03_M018,Ses01F_impro03_F019,neu,sur,neu,2,1,1
Ses01F_impro03_F020,Ses01F_impro03_F019,Ses01F_impro03_M019,xxx,neu,neu,2,1,1
Ses01F_impro03_F021,Ses01F_impro03_F020,Ses01F_impro03_M019,hap,xxx,neu,1,2,1
Ses01F_impro03_M020,Ses01F_impro03_M019,Ses01F_impro03_F021,neu,neu,hap,3,1,0
Ses01F_impro03_F022,Ses01F_impro03_F021,Ses01F_impro03_M020,neu,hap,neu,2,1,1
Ses01F_impro03_M021,Ses01F_impro03_M020,Ses01F_impro03_F022,neu,neu,neu,2,1,0
Ses01F_impro03_F023,Ses01F_impro03_F022,Ses01F_impro03_M021,neu,neu,neu,2,1,0
Ses01F_impro03_F024,Ses01F_impro03_F023,Ses01F_impro03_M021,hap,neu,neu,1,2,1
Ses01F_impro03_M022,Ses01F_impro03_M021,Ses01F_impro03_F024,hap,neu,hap,3,1,1
Ses01F_impro03_M023,Ses01F_impro03_M022,Ses01F_impro03_F024,hap,hap,hap,1,2,0
Ses01F_impro03_F025,Ses01F_impro03_F024,Ses01F_impro03_M023,hap,hap,hap,3,1,0
Ses01F_impro03_M024,Ses01F_impro03_M023,Ses01F_impro03_F025,neu,hap,hap,2,1,1
Ses01F_impro03_F026,Ses01F_impro03_F025,Ses01F_impro03_M024,hap,hap,neu,2,1,0
Ses01F_impro04_M000,pad,pad,neu,pad,pad,None,None,0
Ses01F_impro04_F000,pad,Ses01F_impro04_M000,neu,pad,neu,None,1,0
Ses01F_impro04_M001,Ses01F_impro04_M000,Ses01F_impro04_F000,neu,neu,neu,2,1,0
Ses01F_impro04_F001,Ses01F_impro04_F000,Ses01F_impro04_M001,neu,neu,neu,2,1,0
Ses01F_impro04_M002,Ses01F_impro04_M001,Ses01F_impro04_F001,neu,neu,neu,2,1,0
Ses01F_impro04_F002,Ses01F_impro04_F001,Ses01F_impro04_M002,fru,neu,neu,2,1,1
Ses01F_impro04_M003,Ses01F_impro04_M002,Ses01F_impro04_F002,neu,neu,fru,2,1,0
Ses01F_impro04_M004,Ses01F_impro04_M003,Ses01F_impro04_F002,neu,neu,fru,1,2,0
Ses01F_impro04_F003,Ses01F_impro04_F002,Ses01F_impro04_M004,xxx,fru,neu,3,1,1
Ses01F_impro04_M005,Ses01F_impro04_M004,Ses01F_impro04_F003,neu,neu,xxx,2,1,0
Ses01F_impro04_F004,Ses01F_impro04_F003,Ses01F_impro04_M005,xxx,xxx,neu,2,1,0
Ses01F_impro04_M006,Ses01F_impro04_M005,Ses01F_impro04_F004,neu,neu,xxx,2,1,0
Ses01F_impro04_F005,Ses01F_impro04_F004,Ses01F_impro04_M006,neu,xxx,neu,2,1,1
Ses01F_impro04_F006,Ses01F_impro04_F005,Ses01F_impro04_M006,neu,neu,neu,1,2,0
Ses01F_impro04_M007,Ses01F_impro04_M006,Ses01F_impro04_F006,neu,neu,neu,3,1,0
Ses01F_impro04_F007,Ses01F_impro04_F006,Ses01F_impro04_M007,fru,neu,neu,2,1,1
Ses01F_impro04_M008,Ses01F_impro04_M007,Ses01F_impro04_F007,neu,neu,fru,2,1,0
Ses01F_impro04_F008,Ses01F_impro04_F007,Ses01F_impro04_M008,xxx,fru,neu,2,1,1
Ses01F_impro04_M009,Ses01F_impro04_M008,Ses01F_impro04_F008,neu,neu,xxx,2,1,0
Ses01F_impro04_F009,Ses01F_impro04_F008,Ses01F_impro04_M009,neu,xxx,neu,2,1,1
Ses01F_impro04_M010,Ses01F_impro04_M009,Ses01F_impro04_F009,neu,neu,neu,2,1,0
Ses01F_impro04_F010,Ses01F_impro04_F009,Ses01F_impro04_M010,xxx,neu,neu,2,1,1
Ses01F_impro04_M011,Ses01F_impro04_M010,Ses01F_impro04_F010,neu,neu,xxx,2,1,0
Ses01F_impro04_F011,Ses01F_impro04_F010,Ses01F_impro04_M011,xxx,xxx,neu,2,1,0
Ses01F_impro04_M012,Ses01F_impro04_M011,Ses01F_impro04_F011,neu,neu,xxx,2,1,0
Ses01F_impro04_F012,Ses01F_impro04_F011,Ses01F_impro04_M012,xxx,xxx,neu,2,1,0
Ses01F_impro04_M013,Ses01F_impro04_M012,Ses01F_impro04_F012,neu,neu,xxx,2,1,0
Ses01F_impro04_F013,Ses01F_impro04_F012,Ses01F_impro04_M013,neu,xxx,neu,2,1,1
Ses01F_impro04_M014,Ses01F_impro04_M013,Ses01F_impro04_F013,neu,neu,neu,2,1,0
Ses01F_impro04_F014,Ses01F_impro04_F013,Ses01F_impro04_M014,neu,neu,neu,2,1,0
Ses01F_impro04_F015,Ses01F_impro04_F014,Ses01F_impro04_M014,xxx,neu,neu,1,2,1
Ses01F_impro04_M015,Ses01F_impro04_M014,Ses01F_impro04_F015,neu,neu,xxx,3,1,0
Ses01F_impro04_F016,Ses01F_impro04_F015,Ses01F_impro04_M015,fru,xxx,neu,2,1,1
Ses01F_impro04_M016,Ses01F_impro04_M015,Ses01F_impro04_F016,neu,neu,fru,2,1,0
Ses01F_impro04_F017,Ses01F_impro04_F016,Ses01F_impro04_M016,fru,fru,neu,2,1,0
Ses01F_impro04_M017,Ses01F_impro04_M016,Ses01F_impro04_F017,neu,neu,fru,2,1,0
Ses01F_impro04_F018,Ses01F_impro04_F017,Ses01F_impro04_M017,fru,fru,neu,2,1,0
Ses01F_impro04_M018,Ses01F_impro04_M017,Ses01F_impro04_F018,neu,neu,fru,2,1,0
Ses01F_impro04_F019,Ses01F_impro04_F018,Ses01F_impro04_M018,fru,fru,neu,2,1,0
Ses01F_impro04_M019,Ses01F_impro04_M018,Ses01F_impro04_F019,neu,neu,fru,2,1,0
Ses01F_impro04_M020,Ses01F_impro04_M019,Ses01F_impro04_F019,neu,neu,fru,1,2,0
Ses01F_impro04_F020,Ses01F_impro04_F019,Ses01F_impro04_M020,xxx,fru,neu,3,1,1
Ses01F_impro04_M021,Ses01F_impro04_M020,Ses01F_impro04_F020,neu,neu,xxx,2,1,0
Ses01F_impro04_F021,Ses01F_impro04_F020,Ses01F_impro04_M021,fru,xxx,neu,2,1,1
Ses01F_impro04_F022,Ses01F_impro04_F021,Ses01F_impro04_M021,fru,fru,neu,1,2,0
Ses01F_impro04_M022,Ses01F_impro04_M021,Ses01F_impro04_F022,neu,neu,fru,3,1,0
Ses01F_impro04_M023,Ses01F_impro04_M022,Ses01F_impro04_F022,neu,neu,fru,1,2,0
Ses01F_impro04_F023,Ses01F_impro04_F022,Ses01F_impro04_M023,fru,fru,neu,3,1,0
Ses01F_impro04_M024,Ses01F_impro04_M023,Ses01F_impro04_F023,neu,neu,fru,2,1,0
Ses01F_impro04_F024,Ses01F_impro04_F023,Ses01F_impro04_M024,fru,fru,neu,2,1,0
Ses01F_impro04_M025,Ses01F_impro04_M024,Ses01F_impro04_F024,neu,neu,fru,2,1,0
Ses01F_impro04_F025,Ses01F_impro04_F024,Ses01F_impro04_M025,fru,fru,neu,2,1,0
Ses01F_impro04_M026,Ses01F_impro04_M025,Ses01F_impro04_F025,neu,neu,fru,2,1,0
Ses01F_impro04_F026,Ses01F_impro04_F025,Ses01F_impro04_M026,fru,fru,neu,2,1,0
Ses01F_impro04_M027,Ses01F_impro04_M026,Ses01F_impro04_F026,neu,neu,fru,2,1,0
Ses01F_impro04_F027,Ses01F_impro04_F026,Ses01F_impro04_M027,fru,fru,neu,2,1,0
Ses01F_impro04_M028,Ses01F_impro04_M027,Ses01F_impro04_F027,neu,neu,fru,2,1,0
Ses01F_impro04_M029,Ses01F_impro04_M028,Ses01F_impro04_F027,fru,neu,fru,1,2,1
Ses01F_impro04_F028,Ses01F_impro04_F027,Ses01F_impro04_M029,ang,fru,fru,3,1,1
Ses01F_impro04_M030,Ses01F_impro04_M029,Ses01F_impro04_F028,fru,fru,ang,2,1,0
Ses01F_impro04_F029,Ses01F_impro04_F028,Ses01F_impro04_M030,ang,ang,fru,2,1,0
Ses01F_impro04_M031,Ses01F_impro04_M030,Ses01F_impro04_F029,neu,fru,ang,2,1,1
Ses01F_impro04_F030,Ses01F_impro04_F029,Ses01F_impro04_M031,ang,ang,neu,2,1,0
Ses01F_impro04_M032,Ses01F_impro04_M031,Ses01F_impro04_F030,neu,neu,ang,2,1,0
Ses01F_impro04_F031,Ses01F_impro04_F030,Ses01F_impro04_M032,ang,ang,neu,2,1,0
Ses01F_impro04_M033,Ses01F_impro04_M032,Ses01F_impro04_F031,xxx,neu,ang,2,1,1
Ses01F_impro04_M034,Ses01F_impro04_M033,Ses01F_impro04_F031,fru,xxx,ang,1,2,1
Ses01F_impro04_F032,Ses01F_impro04_F031,Ses01F_impro04_M034,ang,ang,fru,3,1,0
Ses01F_impro04_M035,Ses01F_impro04_M034,Ses01F_impro04_F032,fru,fru,ang,2,1,0
Ses01F_impro04_F033,Ses01F_impro04_F032,Ses01F_impro04_M035,ang,ang,fru,2,1,0
Ses01F_impro04_M036,Ses01F_impro04_M035,Ses01F_impro04_F033,xxx,fru,ang,2,1,1
Ses01F_impro05_F000,pad,pad,fru,pad,pad,None,None,0
Ses01F_impro05_M000,pad,Ses01F_impro05_F000,neu,pad,fru,None,1,0
Ses01F_impro05_F001,Ses01F_impro05_F000,Ses01F_impro05_M000,fru,fru,neu,2,1,0
Ses01F_impro05_M001,Ses01F_impro05_M000,Ses01F_impro05_F001,hap,neu,fru,2,1,1
Ses01F_impro05_M002,Ses01F_impro05_M001,Ses01F_impro05_F001,hap,hap,fru,1,2,0
Ses01F_impro05_F002,Ses01F_impro05_F001,Ses01F_impro05_M002,fru,fru,hap,3,1,0
Ses01F_impro05_M003,Ses01F_impro05_M002,Ses01F_impro05_F002,neu,hap,fru,2,1,1
Ses01F_impro05_F003,Ses01F_impro05_F002,Ses01F_impro05_M003,fru,fru,neu,2,1,0
Ses01F_impro05_M004,Ses01F_impro05_M003,Ses01F_impro05_F003,neu,neu,fru,2,1,0
Ses01F_impro05_F004,Ses01F_impro05_F003,Ses01F_impro05_M004,fru,fru,neu,2,1,0
Ses01F_impro05_M005,Ses01F_impro05_M004,Ses01F_impro05_F004,neu,neu,fru,2,1,0
Ses01F_impro05_F005,Ses01F_impro05_F004,Ses01F_impro05_M005,fru,fru,neu,2,1,0
Ses01F_impro05_M006,Ses01F_impro05_M005,Ses01F_impro05_F005,neu,neu,fru,2,1,0
Ses01F_impro05_F006,Ses01F_impro05_F005,Ses01F_impro05_M006,xxx,fru,neu,2,1,1
Ses01F_impro05_M007,Ses01F_impro05_M006,Ses01F_impro05_F006,neu,neu,xxx,2,1,0
Ses01F_impro05_F007,Ses01F_impro05_F006,Ses01F_impro05_M007,fru,xxx,neu,2,1,1
Ses01F_impro05_F008,Ses01F_impro05_F007,Ses01F_impro05_M007,ang,fru,neu,1,2,1
Ses01F_impro05_M008,Ses01F_impro05_M007,Ses01F_impro05_F008,neu,neu,ang,3,1,0
Ses01F_impro05_F009,Ses01F_impro05_F008,Ses01F_impro05_M008,ang,ang,neu,2,1,0
Ses01F_impro05_M009,Ses01F_impro05_M008,Ses01F_impro05_F009,neu,neu,ang,2,1,0
Ses01F_impro05_M010,Ses01F_impro05_M009,Ses01F_impro05_F009,neu,neu,ang,1,2,0
Ses01F_impro05_M011,Ses01F_impro05_M010,Ses01F_impro05_F009,neu,neu,ang,1,3,0
Ses01F_impro05_F010,Ses01F_impro05_F009,Ses01F_impro05_M011,xxx,ang,neu,4,1,1
Ses01F_impro05_M012,Ses01F_impro05_M011,Ses01F_impro05_F010,neu,neu,xxx,2,1,0
Ses01F_impro05_F011,Ses01F_impro05_F010,Ses01F_impro05_M012,ang,xxx,neu,2,1,1
Ses01F_impro05_M013,Ses01F_impro05_M012,Ses01F_impro05_F011,neu,neu,ang,2,1,0
Ses01F_impro05_M014,Ses01F_impro05_M013,Ses01F_impro05_F011,neu,neu,ang,1,2,0
Ses01F_impro05_F012,Ses01F_impro05_F011,Ses01F_impro05_M014,ang,ang,neu,3,1,0
Ses01F_impro05_M015,Ses01F_impro05_M014,Ses01F_impro05_F012,neu,neu,ang,2,1,0
Ses01F_impro05_F013,Ses01F_impro05_F012,Ses01F_impro05_M015,xxx,ang,neu,2,1,1
Ses01F_impro05_M016,Ses01F_impro05_M015,Ses01F_impro05_F013,neu,neu,xxx,2,1,0
Ses01F_impro05_M017,Ses01F_impro05_M016,Ses01F_impro05_F013,neu,neu,xxx,1,2,0
Ses01F_impro05_F014,Ses01F_impro05_F013,Ses01F_impro05_M017,ang,xxx,neu,3,1,1
Ses01F_impro05_M018,Ses01F_impro05_M017,Ses01F_impro05_F014,xxx,neu,ang,2,1,1
Ses01F_impro05_F015,Ses01F_impro05_F014,Ses01F_impro05_M018,ang,ang,xxx,2,1,0
Ses01F_impro05_M019,Ses01F_impro05_M018,Ses01F_impro05_F015,neu,xxx,ang,2,1,1
Ses01F_impro05_M020,Ses01F_impro05_M019,Ses01F_impro05_F015,neu,neu,ang,1,2,0
Ses01F_impro05_F016,Ses01F_impro05_F015,Ses01F_impro05_M020,ang,ang,neu,3,1,0
Ses01F_impro05_M021,Ses01F_impro05_M020,Ses01F_impro05_F016,xxx,neu,ang,2,1,1
Ses01F_impro05_F017,Ses01F_impro05_F016,Ses01F_impro05_M021,ang,ang,xxx,2,1,0
Ses01F_impro05_M022,Ses01F_impro05_M021,Ses01F_impro05_F017,neu,xxx,ang,2,1,1
Ses01F_impro05_M023,Ses01F_impro05_M022,Ses01F_impro05_F017,neu,neu,ang,1,2,0
Ses01F_impro05_F018,Ses01F_impro05_F017,Ses01F_impro05_M023,ang,ang,neu,3,1,0
Ses01F_impro05_F019,Ses01F_impro05_F018,Ses01F_impro05_M023,ang,ang,neu,1,2,0
Ses01F_impro05_M024,Ses01F_impro05_M023,Ses01F_impro05_F019,neu,neu,ang,3,1,0
Ses01F_impro05_F020,Ses01F_impro05_F019,Ses01F_impro05_M024,ang,ang,neu,2,1,0
Ses01F_impro05_M025,Ses01F_impro05_M024,Ses01F_impro05_F020,neu,neu,ang,2,1,0
Ses01F_impro05_M026,Ses01F_impro05_M025,Ses01F_impro05_F020,neu,neu,ang,1,2,0
Ses01F_impro05_F021,Ses01F_impro05_F020,Ses01F_impro05_M026,ang,ang,neu,3,1,0
Ses01F_impro05_M027,Ses01F_impro05_M026,Ses01F_impro05_F021,neu,neu,ang,2,1,0
Ses01F_impro05_F022,Ses01F_impro05_F021,Ses01F_impro05_M027,ang,ang,neu,2,1,0
Ses01F_impro05_M028,Ses01F_impro05_M027,Ses01F_impro05_F022,neu,neu,ang,2,1,0
Ses01F_impro05_F023,Ses01F_impro05_F022,Ses01F_impro05_M028,ang,ang,neu,2,1,0
Ses01F_impro05_F024,Ses01F_impro05_F023,Ses01F_impro05_M028,ang,ang,neu,1,2,0
Ses01F_impro05_M029,Ses01F_impro05_M028,Ses01F_impro05_F024,neu,neu,ang,3,1,0
Ses01F_impro05_F025,Ses01F_impro05_F024,Ses01F_impro05_M029,ang,ang,neu,2,1,0
Ses01F_impro05_M030,Ses01F_impro05_M029,Ses01F_impro05_F025,neu,neu,ang,2,1,0
Ses01F_impro05_F026,Ses01F_impro05_F025,Ses01F_impro05_M030,ang,ang,neu,2,1,0
Ses01F_impro05_M031,Ses01F_impro05_M030,Ses01F_impro05_F026,neu,neu,ang,2,1,0
Ses01F_impro05_F027,Ses01F_impro05_F026,Ses01F_impro05_M031,xxx,ang,neu,2,1,1
Ses01F_impro05_M032,Ses01F_impro05_M031,Ses01F_impro05_F027,sur,neu,xxx,2,1,1
Ses01F_impro05_F028,Ses01F_impro05_F027,Ses01F_impro05_M032,ang,xxx,sur,2,1,1
Ses01F_impro05_M033,Ses01F_impro05_M032,Ses01F_impro05_F028,sur,sur,ang,2,1,0
Ses01F_impro05_F029,Ses01F_impro05_F028,Ses01F_impro05_M033,ang,ang,sur,2,1,0
Ses01F_impro05_M034,Ses01F_impro05_M033,Ses01F_impro05_F029,neu,sur,ang,2,1,1
Ses01F_impro05_F030,Ses01F_impro05_F029,Ses01F_impro05_M034,ang,ang,neu,2,1,0
Ses01F_impro05_M035,Ses01F_impro05_M034,Ses01F_impro05_F030,neu,neu,ang,2,1,0
